CustomerID,StockCode,Description,Quantity,UnitPrice
12433,22094,"RED RETROSPOT TISSUE BOX",12,1.25
12433,22095,"LADS ONLY TISSUE BOX",12,1.25
12433,22095,"LADS ONLY TISSUE BOX",12,1.25
12433,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",8,3.95
12433,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",8,3.95
12433,22197,"SMALL POPCORN HOLDER",72,0.85
12433,22197,"SMALL POPCORN HOLDER",72,0.85
12433,22198,"LARGE POPCORN HOLDER ",48,1.65
12433,22198,"LARGE POPCORN HOLDER ",50,1.45
12433,22315,"200 RED + WHITE BENDY STRAWS",12,1.25
12433,22315,"200 RED + WHITE BENDY STRAWS",12,1.25
12433,22413,"METAL SIGN TAKE IT OR LEAVE IT ",12,2.95
12433,22444,"GROW YOUR OWN PLANT IN A CAN ",96,1.06
12433,22489,"PACK OF 12 TRADITIONAL CRAYONS",24,0.42
12433,22489,"PACK OF 12 TRADITIONAL CRAYONS",24,0.42
12433,22494,"EMERGENCY FIRST AID TIN ",24,1.25
12433,22494,"EMERGENCY FIRST AID TIN ",24,1.25
12433,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",24,0.42
12433,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",24,0.42
12433,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",24,0.42
12433,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",24,0.42
12433,22534,"MAGIC DRAWING SLATE SPACEBOY ",24,0.42
12433,22534,"MAGIC DRAWING SLATE SPACEBOY ",24,0.42
12433,22539,"MINI JIGSAW DOLLY GIRL",24,0.42
12433,22539,"MINI JIGSAW DOLLY GIRL",24,0.42
12433,22540,"MINI JIGSAW CIRCUS PARADE ",24,0.42
12433,22540,"MINI JIGSAW CIRCUS PARADE ",24,0.42
12433,22543,"MINI JIGSAW BAKE A CAKE ",24,0.42
12433,22543,"MINI JIGSAW BAKE A CAKE ",24,0.42
12433,22544,"MINI JIGSAW SPACEBOY",24,0.42
12433,22544,"MINI JIGSAW SPACEBOY",24,0.42
12433,22547,"MINI JIGSAW DINOSAUR ",24,0.42
12433,22547,"MINI JIGSAW DINOSAUR ",24,0.42
12433,22551,"PLASTERS IN TIN SPACEBOY",24,1.65
12433,22551,"PLASTERS IN TIN SPACEBOY",24,1.65
12433,22553,"PLASTERS IN TIN SKULLS",24,1.65
12433,22553,"PLASTERS IN TIN SKULLS",24,1.65
12433,22554,"PLASTERS IN TIN WOODLAND ANIMALS",24,1.65
12433,22554,"PLASTERS IN TIN WOODLAND ANIMALS",24,1.65
12433,22555,"PLASTERS IN TIN STRONGMAN",36,1.65
12433,22555,"PLASTERS IN TIN STRONGMAN",36,1.65
12433,22556,"PLASTERS IN TIN CIRCUS PARADE ",24,1.65
12433,22556,"PLASTERS IN TIN CIRCUS PARADE ",24,1.65
12433,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",36,1.65
12433,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",36,1.65
12433,22558,"CLOTHES PEGS RETROSPOT PACK 24",24,1.49
12433,22558,"CLOTHES PEGS RETROSPOT PACK 24",24,1.49
12433,22561,"WOODEN SCHOOL COLOURING SET",24,1.65
12433,22561,"WOODEN SCHOOL COLOURING SET",24,1.65
12433,22567,"20 DOLLY PEGS RETROSPOT",24,1.25
12433,22567,"20 DOLLY PEGS RETROSPOT",24,1.25
12433,22614,"PACK OF 12 SPACEBOY TISSUES",48,0.29
12433,22614,"PACK OF 12 SPACEBOY TISSUES",48,0.29
12433,22615,"PACK OF 12 CIRCUS PARADE TISSUES",48,0.29
12433,22615,"PACK OF 12 CIRCUS PARADE TISSUES",48,0.29
12433,22624,"IVORY KITCHEN SCALES",2,8.5
12433,22625,"RED KITCHEN SCALES",2,8.5
12433,22626,"BLACK KITCHEN SCALES",2,8.5
12433,22632,"HAND WARMER RED RETROSPOT",12,2.1
12433,22665,"RECIPE BOX BLUE SKETCHBOOK DESIGN",12,2.95
12433,22665,"RECIPE BOX BLUE SKETCHBOOK DESIGN",12,2.95
12433,22666,"RECIPE BOX PANTRY YELLOW DESIGN",12,2.95
12433,22666,"RECIPE BOX PANTRY YELLOW DESIGN",12,2.95
12433,22667,"RECIPE BOX RETROSPOT ",12,2.95
12433,22667,"RECIPE BOX RETROSPOT ",12,2.95
12433,22688,"DOORMAT PEACE ON EARTH BLUE",12,6.75
12433,22690,"DOORMAT HOME SWEET HOME BLUE ",2,7.95
12433,22716,"CARD CIRCUS PARADE",12,0.42
12433,22716,"CARD CIRCUS PARADE",12,0.42
12433,22814,"CARD PARTY GAMES ",12,0.42
12433,22814,"CARD PARTY GAMES ",12,0.42
12433,22842,"BISCUIT TIN VINTAGE RED",6,6.75
12433,22842,"BISCUIT TIN VINTAGE RED",6,6.75
12433,22865,"HAND WARMER OWL DESIGN",12,2.1
12433,22866,"HAND WARMER SCOTTY DOG DESIGN",12,2.1
12433,22899,"CHILDREN'S APRON DOLLY GIRL ",8,2.1
12433,22899,"CHILDREN'S APRON DOLLY GIRL ",8,2.1
12433,22956,"36 FOIL HEART CAKE CASES",12,2.1
12433,22956,"36 FOIL HEART CAKE CASES",12,2.1
12433,22961,"JAM MAKING SET PRINTED",24,1.45
12433,22961,"JAM MAKING SET PRINTED",24,1.45
12433,22962,"JAM JAR WITH PINK LID",12,0.85
12433,22962,"JAM JAR WITH PINK LID",12,0.85
12433,22963,"JAM JAR WITH GREEN LID",12,0.85
12433,22963,"JAM JAR WITH GREEN LID",12,0.85
12433,22966,"GINGERBREAD MAN COOKIE CUTTER",24,1.25
12433,22966,"GINGERBREAD MAN COOKIE CUTTER",24,1.25
12433,82600,"NO SINGING METAL SIGN",24,2.1
12433,82600,"NO SINGING METAL SIGN",24,2.1
12433,84050,"PINK HEART SHAPE EGG FRYING PAN",72,1.25
12433,84050,"PINK HEART SHAPE EGG FRYING PAN",72,1.25
12433,84375,"SET OF 20 KIDS COOKIE CUTTERS",24,2.1
12433,84375,"SET OF 20 KIDS COOKIE CUTTERS",24,2.1
12433,84692,"BOX OF 24 COCKTAIL PARASOLS",50,0.42
12433,84692,"BOX OF 24 COCKTAIL PARASOLS",50,0.42
12433,84991,"60 TEATIME FAIRY CAKE CASES",24,0.55
12433,84991,"60 TEATIME FAIRY CAKE CASES",24,0.55
12433,84992,"72 SWEETHEART FAIRY CAKE CASES",24,0.55
12433,84992,"72 SWEETHEART FAIRY CAKE CASES",24,0.55
12433,85150,"LADIES & GENTLEMEN METAL SIGN",12,2.55
12433,85150,"LADIES & GENTLEMEN METAL SIGN",12,2.55
12433,85152,"HAND OVER THE CHOCOLATE   SIGN ",24,2.1
12434,21217,"RED RETROSPOT ROUND CAKE TINS",-1,9.95
12434,22094,"RED RETROSPOT TISSUE BOX",-5,1.25
12434,22333,"RETROSPOT PARTY BAG + STICKER SET",-7,1.65
12441,22051,"BLUE SCANDINAVIAN PAISLEY WRAP",25,0.42
12441,22052,"VINTAGE CARAVAN GIFT WRAP",25,0.42
12441,22086,"PAPER CHAIN KIT 50'S CHRISTMAS",6,2.95
12441,22710,"WRAP I LOVE LONDON ",25,0.42
12441,22742,"MAKE YOUR OWN PLAYTIME CARD KIT",6,2.95
12441,22744,"MAKE YOUR OWN MONSOON CARD KIT",6,2.95
12441,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",6,2.95
12441,37495,"FAIRY CAKE BIRTHDAY CANDLE SET",4,3.75
12441,47566B,"TEA TIME PARTY BUNTING",5,4.65
12441,85049A,"TRADITIONAL CHRISTMAS RIBBONS",12,1.25
12441,POST,POSTAGE,1,18
12471,16235,"RECYCLED PENCIL WITH RABBIT ERASER",60,0.21
12471,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",12,1.45
12471,21212,"PACK OF 72 RETROSPOT CAKE CASES",24,0.55
12471,21231,"SWEETHEART CERAMIC TRINKET BOX",12,1.25
12471,21232,"STRAWBERRY CERAMIC TRINKET BOX",36,1.25
12471,21577,"SAVE THE PLANET COTTON TOTE BAG",18,2.25
12471,21577,"SAVE THE PLANET COTTON TOTE BAG",12,2.25
12471,21578,"WOODLAND DESIGN  COTTON TOTE BAG",12,2.25
12471,21578,"WOODLAND DESIGN  COTTON TOTE BAG",24,2.25
12471,21700,"BIG DOUGHNUT FRIDGE MAGNETS",72,0.85
12471,21700,"BIG DOUGHNUT FRIDGE MAGNETS",48,0.85
12471,21731,"RED TOADSTOOL LED NIGHT LIGHT",24,1.65
12471,21731,"RED TOADSTOOL LED NIGHT LIGHT",48,1.65
12471,21787,"RAIN PONCHO RETROSPOT",24,0.85
12471,22077,"6 RIBBONS RUSTIC CHARM",24,1.65
12471,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",12,2.95
12471,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",12,2.95
12471,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",12,2.95
12471,22419,"LIPSTICK PEN RED",100,0.36
12471,22423,"REGENCY CAKESTAND 3 TIER",32,10.95
12471,22423,"REGENCY CAKESTAND 3 TIER",32,10.95
12471,22445,"PENCIL CASE LIFE IS BEAUTIFUL",12,2.95
12471,22445,"PENCIL CASE LIFE IS BEAUTIFUL",12,2.95
12471,22472,"TV DINNER TRAY DOLLY GIRL",12,4.95
12471,22472,"TV DINNER TRAY DOLLY GIRL",9,4.95
12471,22489,"PACK OF 12 TRADITIONAL CRAYONS",24,0.42
12471,22491,"PACK OF 12 COLOURED PENCILS",12,0.85
12471,22549,"PICTURE DOMINOES",12,1.45
12471,22554,"PLASTERS IN TIN WOODLAND ANIMALS",24,1.65
12471,22554,"PLASTERS IN TIN WOODLAND ANIMALS",12,1.65
12471,22555,"PLASTERS IN TIN STRONGMAN",12,1.65
12471,22555,"PLASTERS IN TIN STRONGMAN",24,1.65
12471,22556,"PLASTERS IN TIN CIRCUS PARADE ",24,1.65
12471,22556,"PLASTERS IN TIN CIRCUS PARADE ",12,1.65
12471,22621,"TRADITIONAL KNITTING NANCY",12,1.45
12471,22625,"RED KITCHEN SCALES",12,7.65
12471,22625,"RED KITCHEN SCALES",6,8.5
12471,22644,"CERAMIC CHERRY CAKE MONEY BANK",12,1.45
12471,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",36,1.45
12471,22649,"STRAWBERRY FAIRY CAKE TEAPOT",8,4.95
12471,22649,"STRAWBERRY FAIRY CAKE TEAPOT",8,4.95
12471,22720,"SET OF 3 CAKE TINS PANTRY DESIGN",6,4.95
12471,22728,"ALARM CLOCK BAKELIKE PINK",12,3.75
12471,22728,"ALARM CLOCK BAKELIKE PINK",24,3.75
12471,22741,"FUNKY DIVA PEN",96,0.85
12471,22743,"MAKE YOUR OWN FLOWERPOWER CARD KIT",6,2.95
12471,22744,"MAKE YOUR OWN MONSOON CARD KIT",6,2.95
12471,22745,"POPPY'S PLAYHOUSE BEDROOM ",12,2.1
12471,22746,"POPPY'S PLAYHOUSE LIVINGROOM ",12,2.1
12471,22748,"POPPY'S PLAYHOUSE KITCHEN",6,2.1
12471,22752,"SET 7 BABUSHKA NESTING BOXES",2,8.5
12471,22752,"SET 7 BABUSHKA NESTING BOXES",6,8.5
12471,22752,"SET 7 BABUSHKA NESTING BOXES",-2,8.5
12471,22759,"SET OF 3 NOTEBOOKS IN PARCEL",12,1.65
12471,22797,"CHEST OF DRAWERS GINGHAM HEART ",1,16.95
12471,22808,"SET OF 6 T-LIGHTS EASTER CHICKS",18,2.95
12471,22848,"BREAD BIN DINER STYLE PINK",4,14.95
12471,22848,"BREAD BIN DINER STYLE PINK",6,14.95
12471,22856,"ASSORTED EASTER DECORATIONS  BELLS",18,1.25
12471,22859,"EASTER TIN BUNNY BOUQUET",12,1.65
12471,22897,"OVEN MITT APPLES DESIGN",20,1.45
12471,22907,"PACK OF 20 NAPKINS PANTRY DESIGN",24,0.85
12471,22908,"PACK OF 20 NAPKINS RED APPLES",24,0.85
12471,22913,"RED COAT RACK PARIS FASHION",6,4.95
12471,22923,"FRIDGE MAGNETS LES ENFANTS ASSORTED",36,0.85
12471,22934,"BAKING MOULD EASTER EGG WHITE CHOC",12,2.95
12471,22937,"BAKING MOULD CHOCOLATE CUPCAKES",12,2.55
12471,22961,"JAM MAKING SET PRINTED",48,1.45
12471,22962,"JAM JAR WITH PINK LID",24,0.85
12471,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",18,2.1
12471,22966,"GINGERBREAD MAN COOKIE CUTTER",12,1.25
12471,22968,"ROSE COTTAGE KEEPSAKE BOX ",6,9.95
12471,22968,"ROSE COTTAGE KEEPSAKE BOX ",8,8.5
12471,22969,"HOMEMADE JAM SCENTED CANDLES",36,1.45
12471,84228,"HEN HOUSE W CHICK STANDING",24,0.42
12471,POST,POSTAGE,21,18
12471,POST,POSTAGE,11,18
12472,20668,"DISCO BALL CHRISTMAS DECORATION",24,0.12
12472,20719,"WOODLAND CHARLOTTE BAG",30,0.85
12472,20724,"RED RETROSPOT CHARLOTTE BAG",20,0.85
12472,20750,"RED RETROSPOT MINI CASES",4,7.95
12472,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",6,2.95
12472,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",-1,2.95
12472,20957,"PORCELAIN HANGING BELL SMALL",-1,1.45
12472,21218,"RED SPOTTY BISCUIT TIN",-3,3.75
12472,21817,"GLITTER CHRISTMAS TREE",12,0.85
12472,21914,"BLUE HARMONICA IN BOX ",24,1.25
12472,21915,"RED  HARMONICA IN BOX ",24,1.25
12472,22077,"6 RIBBONS RUSTIC CHARM",24,1.65
12472,22077,"6 RIBBONS RUSTIC CHARM",-6,1.65
12472,22078,"RIBBON REEL LACE DESIGN ",10,2.1
12472,22079,"RIBBON REEL HEARTS DESIGN ",10,1.65
12472,22080,"RIBBON REEL POLKADOTS ",10,1.65
12472,22141,"CHRISTMAS CRAFT TREE TOP ANGEL",12,2.1
12472,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",12,2.1
12472,22168,"ORGANISER WOOD ANTIQUE WHITE ",-2,8.5
12472,22242,"5 HOOK HANGER MAGIC TOADSTOOL",-5,1.65
12472,22242,"5 HOOK HANGER MAGIC TOADSTOOL",12,1.65
12472,22244,"3 HOOK HANGER MAGIC GARDEN",12,1.95
12472,22244,"3 HOOK HANGER MAGIC GARDEN",-4,1.95
12472,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-2,0.85
12472,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,0.85
12472,22321,"BIRD DECORATION RED RETROSPOT",12,0.85
12472,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",24,2.95
12472,22328,"ROUND SNACK BOXES SET OF 4 FRUITS",12,2.95
12472,22333,"RETROSPOT PARTY BAG + STICKER SET",8,1.65
12472,22333,"RETROSPOT PARTY BAG + STICKER SET",-1,1.65
12472,22337,"ANGEL DECORATION PAINTED ZINC ",24,0.65
12472,22354,"RETROSPOT PADDED SEAT CUSHION",10,3.75
12472,22423,"REGENCY CAKESTAND 3 TIER",4,12.75
12472,22467,"GUMBALL COAT RACK",12,2.55
12472,22556,"PLASTERS IN TIN CIRCUS PARADE ",12,1.65
12472,22568,"FELTCRAFT CUSHION OWL",4,3.75
12472,22571,"ROCKING HORSE RED CHRISTMAS ",24,0.85
12472,22572,"ROCKING HORSE GREEN CHRISTMAS ",24,0.85
12472,22573,"STAR WOODEN CHRISTMAS DECORATION",12,0.85
12472,22574,"HEART WOODEN CHRISTMAS DECORATION",12,0.85
12472,22577,"WOODEN HEART CHRISTMAS SCANDINAVIAN",12,0.85
12472,22578,"WOODEN STAR CHRISTMAS SCANDINAVIAN",12,0.85
12472,22579,"WOODEN TREE CHRISTMAS SCANDINAVIAN",24,0.85
12472,22580,"ADVENT CALENDAR GINGHAM SACK",-4,5.95
12472,22593,"CHRISTMAS GINGHAM STAR",12,0.85
12472,22594,"CHRISTMAS GINGHAM TREE",12,0.85
12472,22595,"CHRISTMAS GINGHAM HEART",12,0.85
12472,22600,"CHRISTMAS RETROSPOT STAR WOOD",12,0.85
12472,22601,"CHRISTMAS RETROSPOT ANGEL WOOD",24,0.85
12472,22602,"CHRISTMAS RETROSPOT HEART WOOD",12,0.85
12472,22629,"SPACEBOY LUNCH BOX ",36,1.95
12472,22631,"CIRCUS PARADE LUNCH BOX ",12,1.95
12472,22631,"CIRCUS PARADE LUNCH BOX ",-1,1.95
12472,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",4,8.5
12472,22654,"DELUXE SEWING KIT ",-1,5.95
12472,22767,"TRIPLE PHOTO FRAME CORNICE ",-2,9.95
12472,22781,"GUMBALL MAGAZINE RACK",2,7.65
12472,22816,"CARD MOTORBIKE SANTA",12,0.42
12472,22818,"CARD CHRISTMAS VILLAGE",24,0.42
12472,22834,"HAND WARMER BABUSHKA DESIGN",12,2.1
12472,22837,"HOT WATER BOTTLE BABUSHKA ",4,4.65
12472,22865,"HAND WARMER OWL DESIGN",24,2.1
12472,22867,"HAND WARMER BIRD DESIGN",12,2.1
12472,22892,"SET OF SALT AND PEPPER TOADSTOOLS",-7,1.25
12472,22895,"SET OF 2 TEA TOWELS APPLE AND PEARS",12,2.95
12472,22898,"CHILDRENS APRON APPLES DESIGN",8,1.95
12472,22940,"FELTCRAFT CHRISTMAS FAIRY",8,4.25
12472,22960,"JAM MAKING SET WITH JARS",12,3.75
12472,22961,"JAM MAKING SET PRINTED",12,1.45
12472,22962,"JAM JAR WITH PINK LID",24,0.85
12472,22963,"JAM JAR WITH GREEN LID",24,0.85
12472,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",18,2.1
12472,22968,"ROSE COTTAGE KEEPSAKE BOX ",2,9.95
12472,22972,"CHILDREN'S SPACEBOY MUG",12,1.65
12472,22973,"CHILDREN'S CIRCUS PARADE MUG",12,1.65
12472,22975,"SPACEBOY CHILDRENS EGG CUP",12,1.25
12472,22976,"CIRCUS PARADE CHILDRENS EGG CUP ",12,1.25
12472,84341B,"SMALL PINK MAGIC CHRISTMAS TREE",12,0.85
12472,84375,"SET OF 20 KIDS COOKIE CUTTERS",12,2.1
12472,85049D,"BRIGHT BLUES RIBBONS ",12,1.25
12472,85049E,"SCANDINAVIAN REDS RIBBONS",12,1.25
12472,85049F,"BABY BOOM RIBBONS ",12,1.25
12472,85049G,"CHOCOLATE BOX RIBBONS ",12,1.25
12472,POST,POSTAGE,6,18
12474,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",-4,8.5
12476,21658,"GLASS  BEURRE DISH",-1,3.95
12476,21658,"GLASS  BEURRE DISH",-1,3.95
12476,21658,"GLASS  BEURRE DISH",1,3.95
12476,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",-1,8.5
12476,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",-1,8.5
12476,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",1,8.5
12481,21156,"RETROSPOT CHILDRENS APRON",8,1.95
12481,21791,"VINTAGE HEADS AND TAILS CARD GAME ",12,1.25
12481,21918,"SET 12 KIDS COLOUR  CHALK STICKS",24,0.42
12481,22326,"ROUND SNACK BOXES SET OF4 WOODLAND",6,2.95
12481,22328,"ROUND SNACK BOXES SET OF 4 FRUITS",6,2.95
12481,22468,"BABUSHKA LIGHTS STRING OF 10",2,6.75
12481,22556,"PLASTERS IN TIN CIRCUS PARADE ",12,1.65
12481,22620,"4 TRADITIONAL SPINNING TOPS",12,1.25
12481,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",2,8.5
12481,POST,POSTAGE,1,18
12494,21843,"RED RETROSPOT CAKE STAND",2,10.95
12494,22662,"LUNCH BAG DOLLY GIRL DESIGN",3,1.65
12494,22662,"LUNCH BAG DOLLY GIRL DESIGN",-3,1.65
12494,22667,"RECIPE BOX RETROSPOT ",-3,2.95
12494,22667,"RECIPE BOX RETROSPOT ",6,2.95
12494,POST,POSTAGE,1,18
12540,21164,"HOME SWEET HOME METAL SIGN ",12,2.95
12540,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",8,9.95
12540,21479,"WHITE SKULL HOT WATER BOTTLE ",4,3.75
12540,21506,"FANCY FONT BIRTHDAY CARD, ",24,0.42
12540,21519,"GIN & TONIC DIET GREETING CARD ",12,0.42
12540,21754,"HOME BUILDING BLOCK WORD",6,5.95
12540,21755,"LOVE BUILDING BLOCK WORD",9,5.95
12540,22023,"EMPIRE BIRTHDAY CARD",12,0.42
12540,22030,"SWALLOWS GREETING CARD",12,0.42
12540,22120,"WELCOME  WOODEN BLOCK LETTERS",6,9.95
12540,22423,"REGENCY CAKESTAND 3 TIER",10,12.75
12540,22553,"PLASTERS IN TIN SKULLS",24,1.65
12540,22556,"PLASTERS IN TIN CIRCUS PARADE ",24,1.65
12540,22620,"4 TRADITIONAL SPINNING TOPS",12,1.25
12540,22819,"BIRTHDAY CARD, RETRO SPOT",12,0.42
12540,22837,"HOT WATER BOTTLE BABUSHKA ",16,4.65
12540,84029E,"RED WOOLLY HOTTIE WHITE HEART.",8,3.75
12540,84077,"WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,0.29
12540,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",36,2.55
12540,POST,POSTAGE,5,28
12551,20712,"JUMBO BAG WOODLAND ANIMALS",10,1.95
12551,20716,"PARTY FOOD SHOPPER BAG",10,1.25
12551,20717,"STRAWBERRY SHOPPER BAG",10,1.25
12551,20718,"RED RETROSPOT SHOPPER BAG",10,1.25
12551,21928,"JUMBO BAG SCANDINAVIAN PAISLEY",10,1.95
12551,21934,"SKULL SHOULDER BAG",10,1.65
12551,21935,"SUKI  SHOULDER BAG",10,1.65
12551,22386,"JUMBO BAG PINK POLKADOT",10,1.95
12551,85099B,"JUMBO BAG RED RETROSPOT",10,1.95
12551,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",10,1.95
